Date,Open,High,Low,Close,Volume
1985-02-04,0.486143,0.51122,0.486143,0.486143,57731.707075152
1985-02-05,0.486143,0.536394,0.486143,0.486143,21074.753258108
1985-02-06,0.51122,0.569894,0.51122,0.51122,75138.905870162
1985-02-07,0.51122,0.536394,0.51122,0.51122,45816.028156319
1985-02-08,0.51122,0.536394,0.51122,0.51122,29321.844890845
1985-02-11,0.51122,0.569894,0.51122,0.51122,33904.480529473
1985-02-12,0.51122,0.536394,0.51122,0.51122,39403.230166631
1985-02-13,0.51122,0.536394,0.51122,0.51122,22910.079724153
1985-02-14,0.536394,0.569894,0.536394,0.536394,75138.905870162
1985-02-15,0.536394,0.561664,0.519547,0.519547,35740.839818516
1985-02-19,0.519547,0.536394,0.519547,0.519547,10080.352452788
1985-02-20,0.519547,0.519547,0.51122,0.51122,45816.028156319
1985-02-21,0.51122,0.519547,0.51122,0.51122,32989.399353945
1985-02-22,0.51122,0.51122,0.486143,0.486143,75138.905870162
1985-02-25,0.486143,0.494664,0.486143,0.486143,61392.031777271
1985-02-26,0.486143,0.51122,0.486143,0.486143,32989.399353945
1985-02-27,0.486143,0.494664,0.486143,0.486143,17404.100326018
1985-02-28,0.486143,0.51122,0.486143,0.486143,39403.230166631
1985-03-01,0.486143,0.51122,0.486143,0.486143,73304.612227113
1985-03-04,0.494664,0.51122,0.494664,0.494664,9163.2056312637
1985-03-05,0.494664,0.494664,0.486143,0.486143,21991.900079633
1985-03-06,0.486143,0.494664,0.486143,0.486143,81553.769505844
1985-03-07,0.486143,0.494664,0.486143,0.486143,57731.707075152
1985-03-08,0.486143,0.486143,0.42744,0.42744,288643.0430308
1985-03-11,0.42744,0.486143,0.42744,0.42744,63229.423889311
1985-03-12,0.469326,0.486143,0.469326,0.469326,99878.115122377
1985-03-13,0.486143,0.494664,0.486143,0.486143,19239.426792063
1985-03-14,0.486143,0.51122,0.486143,0.486143,9163.2056312637
1985-03-15,0.486143,0.51122,0.486143,0.486143,10080.352452788
1985-03-18,0.51122,0.536394,0.51122,0.51122,67805.862589957
1985-03-19,0.561664,0.594874,0.561664,0.561664,172270.74464295
1985-03-20,0.561664,0.569894,0.519547,0.519547,67805.862589957
1985-03-21,0.536394,0.569894,0.536394,0.536394,54064.152612053
1985-03-22,0.561664,0.569894,0.561664,0.561664,29321.844890845
1985-03-25,0.561664,0.561664,0.519547,0.519547,54979.233787582
1985-03-26,0.519547,0.561664,0.519547,0.519547,29321.844890845
1985-03-27,0.519547,0.561664,0.519547,0.519547,9163.2056312637
1985-03-28,0.519547,0.561664,0.519547,0.519547,53151.137082517
1985-03-29,0.519547,0.561664,0.519547,0.519547,21991.900079633
1985-04-01,0.536394,0.561664,0.536394,0.536394,62311.24424479
1985-04-02,0.536394,0.536394,0.519547,0.519547,87049.420674009
1985-04-03,0.519547,0.536394,0.519547,0.519547,15574.970797955
1985-04-04,0.519547,0.519547,0.51122,0.51122,87049.420674009
1985-04-08,0.51122,0.519547,0.51122,0.51122,21991.900079633
1985-04-09,0.51122,0.51122,0.486143,0.486143,21991.900079633
1985-04-10,0.486143,0.51122,0.486143,0.486143,15574.970797955
1985-04-11,0.486143,0.51122,0.486143,0.486143,35740.839818516
1985-04-12,0.486143,0.494664,0.486143,0.486143,32072.252532421
1985-04-15,0.486143,0.494664,0.486143,0.486143,47649.28897637
1985-04-16,0.51122,0.51122,0.51122,0.51122,19239.426792063
1985-04-17,0.51122,0.51122,0.51122,0.51122,47649.28897637
1985-04-18,0.51122,0.51122,0.51122,0.51122,3669.6201090938
